id,binsize,name,file_path,value_type,dataset_id,intervals_id
69979,2000,5ce938e319064b8daf224d0191114542_line.npy,/code/temp/5ce938e319064b8daf224d0191114542_line.npy,line,18,1448
69986,1000,b5f8b3056f3c4175a989a558b8eaf410_line.npy,/code/temp/b5f8b3056f3c4175a989a558b8eaf410_line.npy,line,18,1448
70046,5000,326fe2cdf2a04055b089a706132d69f6.npy,/code/temp/326fe2cdf2a04055b089a706132d69f6.npy,ICCF,477,1448
70050,5000,4648fe22e6624d73812c3cdd5e85c422.npy,/code/temp/4648fe22e6624d73812c3cdd5e85c422.npy,Obs/Exp,477,1448
70169,2000,c8fa9d08787b444eb9a341f7c8b27465_line.npy,/code/temp/c8fa9d08787b444eb9a341f7c8b27465_line.npy,line,319,1448
70173,1000,93cc11a9355d4159aad70133459f6a8f_line.npy,/code/temp/93cc11a9355d4159aad70133459f6a8f_line.npy,line,319,1448
70175,2000,a4e9f194b28b462b99f4eb776468d269_line.npy,/code/temp/a4e9f194b28b462b99f4eb776468d269_line.npy,line,320,1448
70178,1000,21e5503f02204ba3b34ef4c25bbbd746_line.npy,/code/temp/21e5503f02204ba3b34ef4c25bbbd746_line.npy,line,320,1448
70205,2000,4f62b9612f984e389b28ae3aac919ac9_line.npy,/code/temp/4f62b9612f984e389b28ae3aac919ac9_line.npy,line,10,1448
70210,1000,7923ba8db62c4134ab62e4c4711d42cb_line.npy,/code/temp/7923ba8db62c4134ab62e4c4711d42cb_line.npy,line,10,1448
70217,2000,f09c4e63a4ae4249b319993633740881_line.npy,/code/temp/f09c4e63a4ae4249b319993633740881_line.npy,line,11,1448
70218,1000,b8eff0ebc7d1425291b9fe520f51c0ff_line.npy,/code/temp/b8eff0ebc7d1425291b9fe520f51c0ff_line.npy,line,11,1448
70225,2000,8d683596296740b695381d2641571165_line.npy,/code/temp/8d683596296740b695381d2641571165_line.npy,line,163,1448
70229,1000,8d262f21cb48404a935d5c76ce87b6f0_line.npy,/code/temp/8d262f21cb48404a935d5c76ce87b6f0_line.npy,line,163,1448
70233,2000,e3a2336e9f0144578143487901675530_line.npy,/code/temp/e3a2336e9f0144578143487901675530_line.npy,line,165,1448
70235,1000,8ddb8728872f4b76bc3f8926ba9c0564_line.npy,/code/temp/8ddb8728872f4b76bc3f8926ba9c0564_line.npy,line,165,1448
70239,2000,14ddfc3e13394b0abeef9248783acc3c_line.npy,/code/temp/14ddfc3e13394b0abeef9248783acc3c_line.npy,line,460,1448
70243,2000,dc9e618d68c54fca9bc33fc3ac2c1db4_line.npy,/code/temp/dc9e618d68c54fca9bc33fc3ac2c1db4_line.npy,line,461,1448
70246,1000,8c82af3121b24cacbea5688b67aea12d_line.npy,/code/temp/8c82af3121b24cacbea5688b67aea12d_line.npy,line,460,1448
70249,2000,d1fca23608614364975a7de9e00bf829_line.npy,/code/temp/d1fca23608614364975a7de9e00bf829_line.npy,line,462,1448
70254,2000,a198c61de0a943b6ab1f5b03948f39dc_line.npy,/code/temp/a198c61de0a943b6ab1f5b03948f39dc_line.npy,line,466,1448
70258,1000,cc423de69fea4fc0b16cb3c499ee6b91_line.npy,/code/temp/cc423de69fea4fc0b16cb3c499ee6b91_line.npy,line,461,1448
70261,2000,3ec867d87b464f79a18c3835e4eb2e75_line.npy,/code/temp/3ec867d87b464f79a18c3835e4eb2e75_line.npy,line,467,1448
70267,1000,ed333f4bd6eb469c9ad0b842e59ebaa6_line.npy,/code/temp/ed333f4bd6eb469c9ad0b842e59ebaa6_line.npy,line,462,1448
70273,1000,73184b3079394d86b22137434766383a_line.npy,/code/temp/73184b3079394d86b22137434766383a_line.npy,line,466,1448
